step,value,metric,run_id,algorithm,observation_mode,reward_mode
39785,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
40407,-0.6200000047683716,training_reward,dqn_compact_sparse,dqn,compact,sparse
41428,-0.6299999952316284,training_reward,dqn_compact_sparse,dqn,compact,sparse
42953,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
44135,-0.6200000047683716,training_reward,dqn_compact_sparse,dqn,compact,sparse
44956,-0.6299999952316284,training_reward,dqn_compact_sparse,dqn,compact,sparse
45988,-0.6399999856948853,training_reward,dqn_compact_sparse,dqn,compact,sparse
47895,-0.6200000047683716,training_reward,dqn_compact_sparse,dqn,compact,sparse
49607,-0.6000000238418579,training_reward,dqn_compact_sparse,dqn,compact,sparse
35,8.75,episode_length,dqn_compact_sparse,dqn,compact,sparse
310,38.75,episode_length,dqn_compact_sparse,dqn,compact,sparse
628,52.33333206176758,episode_length,dqn_compact_sparse,dqn,compact,sparse
1220,76.25,episode_length,dqn_compact_sparse,dqn,compact,sparse
1252,62.599998474121094,episode_length,dqn_compact_sparse,dqn,compact,sparse
1438,59.91666793823242,episode_length,dqn_compact_sparse,dqn,compact,sparse
1513,54.03571319580078,episode_length,dqn_compact_sparse,dqn,compact,sparse
1561,48.78125,episode_length,dqn_compact_sparse,dqn,compact,sparse
1678,46.61111068725586,episode_length,dqn_compact_sparse,dqn,compact,sparse
2172,54.29999923706055,episode_length,dqn_compact_sparse,dqn,compact,sparse
2351,53.431819915771484,episode_length,dqn_compact_sparse,dqn,compact,sparse
2467,51.39583206176758,episode_length,dqn_compact_sparse,dqn,compact,sparse
3152,60.61538314819336,episode_length,dqn_compact_sparse,dqn,compact,sparse
3652,65.21428680419922,episode_length,dqn_compact_sparse,dqn,compact,sparse
4055,67.58333587646484,episode_length,dqn_compact_sparse,dqn,compact,sparse
5131,80.171875,episode_length,dqn_compact_sparse,dqn,compact,sparse
5943,87.39705657958984,episode_length,dqn_compact_sparse,dqn,compact,sparse
6959,96.65277862548828,episode_length,dqn_compact_sparse,dqn,compact,sparse
8072,106.21052551269531,episode_length,dqn_compact_sparse,dqn,compact,sparse
9333,116.6624984741211,episode_length,dqn_compact_sparse,dqn,compact,sparse
11115,132.32142639160156,episode_length,dqn_compact_sparse,dqn,compact,sparse
12618,143.38636779785156,episode_length,dqn_compact_sparse,dqn,compact,sparse
13259,144.11956787109375,episode_length,dqn_compact_sparse,dqn,compact,sparse
14378,149.7708282470703,episode_length,dqn_compact_sparse,dqn,compact,sparse
15384,153.83999633789062,episode_length,dqn_compact_sparse,dqn,compact,sparse
17089,170.5399932861328,episode_length,dqn_compact_sparse,dqn,compact,sparse
17212,169.02000427246094,episode_length,dqn_compact_sparse,dqn,compact,sparse
18735,181.07000732421875,episode_length,dqn_compact_sparse,dqn,compact,sparse
20058,188.3800048828125,episode_length,dqn_compact_sparse,dqn,compact,sparse
21561,203.08999633789062,episode_length,dqn_compact_sparse,dqn,compact,sparse
22318,208.8000030517578,episode_length,dqn_compact_sparse,dqn,compact,sparse
22826,213.1300048828125,episode_length,dqn_compact_sparse,dqn,compact,sparse
23483,219.22000122070312,episode_length,dqn_compact_sparse,dqn,compact,sparse
23824,221.4600067138672,episode_length,dqn_compact_sparse,dqn,compact,sparse
24870,226.97999572753906,episode_length,dqn_compact_sparse,dqn,compact,sparse
25922,235.7100067138672,episode_length,dqn_compact_sparse,dqn,compact,sparse
27474,250.07000732421875,episode_length,dqn_compact_sparse,dqn,compact,sparse
28562,254.10000610351562,episode_length,dqn_compact_sparse,dqn,compact,sparse
30065,264.1300048828125,episode_length,dqn_compact_sparse,dqn,compact,sparse
31692,276.3699951171875,episode_length,dqn_compact_sparse,dqn,compact,sparse
32213,270.82000732421875,episode_length,dqn_compact_sparse,dqn,compact,sparse
33163,272.20001220703125,episode_length,dqn_compact_sparse,dqn,compact,sparse
34135,271.760009765625,episode_length,dqn_compact_sparse,dqn,compact,sparse
35141,270.69000244140625,episode_length,dqn_compact_sparse,dqn,compact,sparse
35802,264.69000244140625,episode_length,dqn_compact_sparse,dqn,compact,sparse
36925,258.1000061035156,episode_length,dqn_compact_sparse,dqn,compact,sparse
37581,249.6300048828125,episode_length,dqn_compact_sparse,dqn,compact,sparse
38216,249.57000732421875,episode_length,dqn_compact_sparse,dqn,compact,sparse
39785,254.07000732421875,episode_length,dqn_compact_sparse,dqn,compact,sparse
40407,250.22999572753906,episode_length,dqn_compact_sparse,dqn,compact,sparse
41428,243.38999938964844,episode_length,dqn_compact_sparse,dqn,compact,sparse
42953,257.4100036621094,episode_length,dqn_compact_sparse,dqn,compact,sparse
44135,254.0,episode_length,dqn_compact_sparse,dqn,compact,sparse
44956,248.97999572753906,episode_length,dqn_compact_sparse,dqn,compact,sparse
45988,244.27000427246094,episode_length,dqn_compact_sparse,dqn,compact,sparse
47895,255.77000427246094,episode_length,dqn_compact_sparse,dqn,compact,sparse
49607,267.80999755859375,episode_length,dqn_compact_sparse,dqn,compact,sparse
35,0.012500000186264515,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
310,1.2999999523162842,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
628,3.5808334350585938,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
1220,2.528125047683716,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
1244,1.7230000495910645,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
1336,1.8350000381469727,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
1392,1.4885714054107666,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
1476,1.5762499570846558,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
1703,1.297777771949768,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
2299,0.8715000152587891,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
2733,0.5879545211791992,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
2893,0.9649999737739563,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
3006,1.248846173286438,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
3135,1.1383928060531616,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
4058,0.4386666715145111,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
4637,0.04500000178813934,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
5168,-0.4350000023841858,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
6441,-1.3133333921432495,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
7463,-2.0484211444854736,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
8918,-2.9703750610351562,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
10056,-3.5911905765533447,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
10957,-3.9820454120635986,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
11246,-3.9071738719940186,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
11527,-3.8205208778381348,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
12425,-4.26800012588501,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
13712,-4.956699848175049,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
14223,-5.225299835205078,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
14962,-5.7428998947143555,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
15483,-5.91480016708374,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
15821,-6.0482001304626465,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
16478,-6.759699821472168,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
16503,-6.6996002197265625,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
16765,-6.919400215148926,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
16815,-6.884699821472168,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
16936,-6.651700019836426,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
17168,-6.491000175476074,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
18535,-7.453700065612793,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
19020,-7.850900173187256,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
19225,-7.752500057220459,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
19859,-7.691100120544434,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
19884,-7.4166998863220215,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
19994,-7.055600166320801,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
20365,-6.532400131225586,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
20973,-6.060500144958496,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
21174,-5.253600120544434,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
21983,-5.393700122833252,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
21996,-4.900899887084961,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
22262,-4.964600086212158,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
23389,-5.276700019836426,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
23827,-5.077199935913086,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
24282,-4.513999938964844,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
25181,-4.778299808502197,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
25281,-4.640900135040283,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
25963,-4.748000144958496,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
26355,-4.70989990234375,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
26995,-4.554200172424316,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
28306,-5.618299961090088,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
28461,-5.419600009918213,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
28505,-5.377500057220459,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
29218,-5.940700054168701,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
29264,-5.8850998878479,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
29296,-5.0671000480651855,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
30022,-5.4131999015808105,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
30731,-5.627099990844727,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
31814,-6.289999961853027,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
32899,-6.811999797821045,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
33958,-7.517899990081787,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
34391,-7.586100101470947,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
35045,-7.7332000732421875,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
35079,-7.614999771118164,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
35171,-6.792799949645996,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
35207,-6.732100009918213,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
35796,-6.879899978637695,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
36014,-6.335999965667725,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
36102,-5.950500011444092,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
36618,-6.053100109100342,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
36704,-5.645299911499023,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
37221,-5.799499988555908,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
37274,-5.3755998611450195,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
37383,-5.238800048828125,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
37785,-4.8445000648498535,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
38005,-3.8729000091552734,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
38583,-4.261199951171875,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
38607,-4.271699905395508,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
39150,-3.8536999225616455,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
39246,-3.949199914932251,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
39791,-3.94950008392334,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
40312,-3.5915000438690186,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
40332,-3.4616000652313232,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
40592,-2.5897998809814453,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
40656,-1.9457000494003296,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
40910,-1.442199945449829,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
40940,-1.2014000415802002,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
40972,-0.920199990272522,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
41484,-1.5175000429153442,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
42193,-1.8361999988555908,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
42219,-1.9082000255584717,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
42629,-1.9088000059127808,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
42902,-2.3387999534606934,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
43445,-2.5922999382019043,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
43687,-2.6054000854492188,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
43790,-2.65310001373291,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
43821,-2.375499963760376,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
44057,-2.3787999153137207,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
44569,-2.535599946975708,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
44632,-2.4166998863220215,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
44744,-2.4433999061584473,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
45172,-2.341900110244751,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
45210,-2.3373000621795654,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
45257,-2.1531999111175537,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
46196,-2.7939999103546143,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
46225,-2.7318999767303467,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
46275,-2.433799982070923,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
46742,-2.6419999599456787,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
47798,-3.109100103378296,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
48367,-3.7076001167297363,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
48427,-3.446700096130371,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
48495,-3.4709999561309814,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
48515,-3.4667999744415283,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
48640,-2.791599988937378,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
49053,-2.8125,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
49098,-2.6338999271392822,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
49606,-2.6017000675201416,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
49637,-2.241499900817871,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
49964,-1.9569000005722046,training_reward,dqn_full_grid_coverage,dqn,full_grid,coverage
35,8.75,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
310,38.75,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
628,52.33333206176758,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
1220,76.25,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
1244,62.20000076293945,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
1336,55.66666793823242,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
1392,49.71428680419922,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
1476,46.125,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
1703,47.30555725097656,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
2299,57.474998474121094,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
2733,62.1136360168457,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
2893,60.27083206176758,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
3006,57.80769348144531,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
3135,55.98214340209961,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
4058,67.63333129882812,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
4637,72.453125,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
5168,76.0,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
6441,89.45833587646484,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
7463,98.1973648071289,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
8918,111.4749984741211,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
10056,119.71428680419922,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
10957,124.51136016845703,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
11246,122.23912811279297,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
11527,120.07291412353516,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
12425,124.25,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
13712,136.77000427246094,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
14223,139.1300048828125,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
14962,143.33999633789062,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
15483,142.6300048828125,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
15821,145.77000427246094,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
16478,151.4199981689453,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
16503,151.11000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
16765,152.88999938964844,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
16815,151.1199951171875,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
16936,146.3699951171875,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
17168,144.35000610351562,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
18535,156.4199981689453,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
19020,160.13999938964844,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
19225,160.89999389648438,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
19859,158.00999450683594,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
19884,152.47000122070312,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
19994,148.25999450683594,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
20365,139.24000549316406,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
20973,135.10000610351562,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
21174,122.55999755859375,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
21983,119.2699966430664,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
21996,110.38999938964844,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
22262,110.16000366210938,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
23389,118.62000274658203,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
23827,114.0199966430664,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
24282,105.69999694824219,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
25181,109.58000183105469,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
25281,103.19000244140625,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
25963,104.80000305175781,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
26355,105.33999633789062,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
26995,105.16999816894531,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
28306,118.02999877929688,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
28461,116.95999908447266,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
28505,116.9000015258789,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
29218,122.81999969482422,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
29264,120.95999908447266,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
29296,107.61000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
30022,110.0199966430664,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
30731,115.05999755859375,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
31814,119.55000305175781,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
32899,130.14999389648438,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
33958,139.63999938964844,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
34391,140.25999450683594,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
35045,140.72000122070312,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
35079,139.0500030517578,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
35171,131.8800048828125,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
35207,132.11000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
35796,135.33999633789062,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
36014,126.25,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
36102,122.75,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
36618,123.36000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
36704,115.2300033569336,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
37221,119.4000015258789,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
37274,113.11000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
37383,110.27999877929688,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
37785,107.9000015258789,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
38005,96.98999786376953,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
38583,101.22000122070312,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
38607,101.0199966430664,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
39150,99.31999969482422,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
39246,99.81999969482422,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
39791,104.94999694824219,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
40312,102.9000015258789,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
40332,96.01000213623047,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
40592,87.77999877929688,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
40656,77.56999969482422,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
40910,69.5199966430664,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
40940,65.48999786376953,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
40972,59.27000045776367,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
41484,64.05000305175781,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
42193,70.22000122070312,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
42219,70.12000274658203,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
42629,68.33000183105469,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
42902,68.87999725341797,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
43445,73.43000030517578,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
43687,70.69000244140625,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
43790,70.86000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
43821,66.0,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
44057,67.83000183105469,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
44569,71.86000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
44632,68.47000122070312,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
44744,67.38999938964844,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
45172,65.88999938964844,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
45210,66.02999877929688,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
45257,61.06999969482422,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
46196,69.5,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
46225,64.33999633789062,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
46275,59.630001068115234,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
46742,64.0999984741211,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
47798,72.05999755859375,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
48367,77.11000061035156,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
48427,75.16999816894531,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
48495,75.55000305175781,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
48515,75.43000030517578,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
48640,71.55999755859375,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
49053,68.5999984741211,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
49098,68.79000091552734,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
49606,69.7699966430664,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
49637,67.3499984741211,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
49964,65.19000244140625,episode_length,dqn_full_grid_coverage,dqn,full_grid,coverage
35,-1.9500000476837158,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
310,-1.712499976158142,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
628,-0.23416666686534882,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
1220,-1.453125,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
1244,-1.7740000486373901,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
1336,-1.5549999475479126,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
1392,-1.7050000429153442,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
1476,-1.5568749904632568,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
1703,-1.8141666650772095,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
2299,-2.3994998931884766,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
2816,-2.8140909671783447,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
2906,-2.494166612625122,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
2986,-2.317692279815674,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
3135,-2.3991072177886963,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
3298,-2.3926665782928467,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
3758,-2.7821874618530273,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
4083,-2.9729411602020264,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
4614,-3.401111125946045,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
5948,-4.378420829772949,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
6839,-4.925374984741211,training_reward,dqn_full_grid_safety,dqn,full_grid,safety
